ACC00002,2023-07-11,03:37,dining,103.32,fast food
ACC00002,2023-06-24,03:35,transport,175.84,fuel
ACC00003,2023-03-23,09:08,utilities,53.79,water
ACC00004,2023-11-10,09:33,groceries,265.53,milk
ACC00005,2023-03-07,15:52,utilities,171.78,water
ACC00003,2023-01-29,05:54,entertainment,197.2,concert
ACC00008,2023-07-23,04:11,entertainment,195.36,sports event
ACC00005,2023-12-08,15:16,transport,216.13,fuel
ACC00008,2023-03-16,10:04,groceries,263.57,snacks
ACC00005,2023-06-21,12:45,rent,78.71,monthly rent
ACC00007,2023-08-28,10:38,dining,318.48,snacks
ACC00001,2023-12-27,03:07,entertainment,329.08,movie
ACC00006,2023-09-20,11:34,entertainment,171.54,sports event
ACC00003,2023-06-18,02:50,entertainment,147.62,sports event
ACC00006,2023-04-20,04:09,transport,483.77,fuel
ACC00008,2023-08-12,21:00,utilities,336.18,gas
ACC00001,2023-08-18,11:07,groceries,318.73,milk
ACC00003,2023-07-23,09:25,utilities,192.24,water
ACC00001,2023-05-31,01:58,dining,217.31,snacks
ACC00004,2023-01-31,14:51,utilities,483.18,phone bill
ACC00008,2023-06-24,00:14,transport,335.56,fuel
ACC00003,2023-06-03,14:13,groceries,388.78,snacks
ACC00005,2023-09-25,13:53,transport,218.94,fuel
ACC00003,2023-07-29,08:36,groceries,189.08,vegetables
ACC00002,2023-08-10,09:28,transport,149.1,bus fare
ACC00005,2023-03-16,11:33,transport,184.67,train ticket
ACC00002,2023-06-19,23:42,entertainment,422.86,movie
ACC00006,2023-07-20,21:32,transport,175.38,train ticket
ACC00007,2023-08-22,13:57,groceries,181.12,bread
ACC00008,2023-02-09,21:43,dining,61.68,snacks
ACC00005,2023-12-09,00:34,groceries,364.89,meat
ACC00004,2023-10-05,04:51,entertainment,203.12,museum
ACC00002,2023-11-13,02:45,dining,75.4,snacks
ACC00006,2023-12-24,23:15,groceries,390.41,bread
ACC00008,2023-07-16,05:02,entertainment,253.45,concert
ACC00001,2023-12-02,07:13,transport,305.41,train ticket
ACC00003,2023-04-17,16:22,entertainment,498.96,museum
ACC00002,2023-05-21,12:26,rent,322.87,monthly rent
ACC00008,2023-03-01,17:46,groceries,462.81,snacks
ACC00002,2023-01-15,01:10,entertainment,457.61,sports event
ACC00004,2023-11-03,23:33,transport,376.3,fuel
ACC00003,2023-11-14,13:22,rent,367.14,monthly rent
ACC00005,2023-09-25,21:12,dining,434.48,snacks
ACC00001,2023-07-26,14:26,transport,131.57,fuel
ACC00005,2023-06-10,00:08,groceries,175.7,meat
ACC00008,2023-09-21,15:31,entertainment,471.67,museum
ACC00006,2023-06-02,15:20,rent,257.73,monthly rent
ACC00003,2023-02-26,01:13,transport,315.93,fuel
ACC00002,2023-03-15,20:46,groceries,466.74,snacks
ACC00002,2023-08-25,13:20,groceries,281.27,meat
ACC00003,2023-10-26,11:12,groceries,54.45,meat
ACC00008,2023-07-09,23:01,utilities,96.47,water
ACC00005,2023-03-11,23:23,utilities,452.34,electricity
ACC00008,2023-07-29,20:27,groceries,296.11,fruits
ACC00001,2023-05-11,18:36,rent,435.5,monthly rent
ACC00003,2023-02-24,10:30,rent,53.9,monthly rent
ACC00005,2023-09-08,07:20,rent,477.57,monthly rent
ACC00004,2023-11-18,14:23,utilities,276.34,water
ACC00007,2023-11-29,09:27,rent,99.37,monthly rent
ACC00001,2023-06-15,21:32,transport,136.22,bus fare
ACC00006,2023-05-19,15:38,utilities,416.65,gas
ACC00007,2023-08-08,23:22,rent,87.44,monthly rent
ACC00002,2023-10-29,18:37,groceries,78.6,milk
ACC00007,2023-01-26,02:24,transport,322.18,fuel
ACC00007,2023-03-05,10:30,dining,423.34,restaurant
ACC00002,2023-11-13,20:45,groceries,173.17,snacks
ACC00005,2023-08-26,03:11,transport,85.88,fuel
ACC00006,2023-09-19,02:21,dining,57.27,snacks
ACC00004,2023-05-07,00:02,groceries,356.98,fruits
ACC00004,2023-01-17,06:37,utilities,207.12,water
ACC00006,2023-12-13,22:18,dining,282.69,coffee
ACC00006,2023-12-03,21:20,rent,346.4,monthly rent
ACC00006,2023-09-03,02:38,utilities,90.97,phone bill
ACC00008,2023-04-21,05:25,transport,356.48,fuel
ACC00007,2023-10-14,12:58,dining,486.08,restaurant
ACC00003,2023-02-13,03:36,transport,228.93,train ticket
ACC00002,2023-07-16,09:54,dining,465.73,restaurant
ACC00007,2023-05-15,15:02,groceries,34.54,milk
ACC00005,2023-11-03,00:39,rent,172.86,monthly rent
ACC00005,2023-07-20,20:34,rent,52.78,monthly rent
ACC00008,2023-06-16,23:01,groceries,289.36,vegetables
ACC00003,2023-02-01,14:10,groceries,57.65,snacks
ACC00006,2023-08-30,07:08,utilities,411.58,electricity
ACC00004,2023-06-08,07:19,utilities,350.08,electricity
ACC00002,2023-04-26,18:13,groceries,352.98,vegetables
ACC00006,2023-10-11,07:07,utilities,261.93,phone bill
ACC00001,2023-09-18,21:47,dining,45.2,snacks
ACC00005,2023-03-18,12:49,entertainment,334.38,concert
ACC00005,2023-05-10,21:59,dining,122.13,snacks
ACC00004,2023-07-12,01:50,rent,61.75,monthly rent
ACC00001,2023-06-22,03:26,dining,23.11,coffee
ACC00001,2023-02-13,11:56,utilities,43.35,water
ACC00006,2023-01-13,15:22,transport,22.12,bus fare
ACC00002,2023-02-22,23:56,entertainment,250.67,movie
ACC00005,2023-11-25,20:00,dining,275.01,fast food
ACC00007,2023-12-18,13:25,dining,384.67,coffee
ACC00006,2023-08-06,04:55,entertainment,458.95,movie
ACC00006,2023-02-14,07:10,rent,109.55,monthly rent
ACC00008,2023-11-10,22:58,rent,24.02,monthly rent
ACC00005,2023-04-03,22:24,utilities,275.6,gas
ACC00003,2023-07-29,08:47,transport,35.39,train ticket
ACC00001,2023-05-15,15:01,rent,333.43,monthly rent
ACC00001,2023-06-12,05:59,dining,126.03,snacks
ACC00008,2023-09-21,00:47,transport,382.29,fuel
ACC00005,2023-01-12,00:57,rent,97.65,monthly rent
ACC00006,2023-12-01,16:23,transport,258.54,bus fare
ACC00002,2023-11-08,22:04,transport,37.84,fuel
ACC00008,2023-10-11,07:20,transport,30.72,fuel
ACC00004,2023-07-03,23:25,rent,403.41,monthly rent
ACC00001,2023-03-23,02:57,utilities,116.86,gas
ACC00006,2023-05-08,00:53,utilities,400.48,phone bill
ACC00006,2023-11-29,15:16,rent,464.79,monthly rent
ACC00003,2023-07-07,06:59,entertainment,276.01,movie
ACC00003,2023-10-12,10:18,entertainment,92.91,sports event
ACC00005,2023-07-05,15:13,entertainment,135.72,sports event
ACC00004,2023-12-29,03:52,utilities,147.44,water
ACC00005,2023-02-03,00:05,dining,346.6,coffee
ACC00002,2023-08-07,13:48,entertainment,6.84,movie
ACC00001,2023-06-02,01:00,groceries,434.48,meat
ACC00004,2023-03-17,20:00,entertainment,354.52,museum
ACC00005,2023-09-03,09:42,utilities,211.78,gas
ACC00005,2023-01-27,16:53,dining,369.34,fast food
ACC00002,2023-12-23,20:22,entertainment,209.64,sports event
ACC00008,2023-03-31,12:39,groceries,436.43,meat
ACC00008,2023-09-17,22:14,dining,338.35,fast food
ACC00004,2023-05-22,22:25,groceries,300.77,vegetables
ACC00005,2023-02-08,08:09,dining,126.21,fast food
ACC00006,2023-02-23,19:08,utilities,160.9,electricity
ACC00005,2023-05-15,02:27,rent,447.61,monthly rent
ACC00003,2023-10-10,09:39,transport,76.6,bus fare
ACC00005,2023-09-16,21:56,transport,82.58,train ticket
ACC00002,2023-12-01,13:39,utilities,21.35,internet
ACC00006,2023-07-21,16:29,rent,197.93,monthly rent
ACC00005,2023-07-26,15:50,transport,423.99,fuel
ACC00008,2023-03-24,19:21,dining,187.14,snacks
ACC00002,2023-06-21,18:49,dining,155.41,coffee
ACC00006,2023-04-26,14:51,rent,204.93,monthly rent
ACC00007,2023-05-29,03:50,transport,486.25,fuel
ACC00002,2023-05-18,11:53,dining,447.78,snacks
ACC00004,2023-09-23,13:08,groceries,124.79,bread
ACC00008,2023-01-26,09:39,entertainment,365.62,concert
ACC00007,2023-05-29,18:26,groceries,297.33,bread
ACC00002,2023-04-14,20:19,rent,5.74,monthly rent
ACC00003,2023-07-01,07:58,dining,464.8,fast food
ACC00008,2023-09-24,05:37,dining,62.03,snacks
ACC00007,2023-12-10,20:25,entertainment,116.42,sports event
ACC00001,2023-05-13,07:03,utilities,330.77,phone bill
ACC00007,2023-09-25,18:46,transport,206.87,train ticket
ACC00007,2023-09-30,15:58,rent,263.72,monthly rent
ACC00004,2023-01-10,12:15,transport,382.75,bus fare
ACC00001,2023-03-12,13:00,entertainment,161.13,museum
ACC00003,2023-04-24,15:34,transport,485.98,bus fare
ACC00002,2023-04-21,14:15,entertainment,446.41,movie
ACC00001,2023-02-18,03:06,groceries,170.68,milk
ACC00006,2023-03-25,10:45,rent,445.69,monthly rent
ACC00003,2023-12-13,09:49,groceries,330.18,meat
ACC00002,2023-10-14,00:52,entertainment,183.0,museum
ACC00002,2023-06-27,01:36,entertainment,435.89,sports event
ACC00002,2023-10-05,22:54,dining,9.36,coffee
ACC00007,2023-07-27,08:39,rent,238.06,monthly rent
ACC00005,2023-04-05,12:11,groceries,403.48,fruits
ACC00005,2023-05-03,00:47,transport,146.6,fuel
ACC00001,2023-06-15,05:46,dining,223.45,snacks
ACC00003,2023-11-21,05:11,entertainment,164.34,sports event
ACC00005,2023-10-05,00:37,groceries,371.57,milk
ACC00003,2023-07-17,22:08,entertainment,186.12,museum
ACC00004,2023-05-18,01:45,dining,328.36,coffee
ACC00007,2023-02-05,17:54,transport,427.23,train ticket
ACC00006,2023-04-24,03:23,dining,66.27,snacks
ACC00007,2023-03-27,00:15,rent,347.8,monthly rent
ACC00004,2023-01-03,19:28,groceries,207.82,milk
ACC00007,2023-05-22,17:17,dining,488.3,restaurant
ACC00003,2023-02-04,10:10,entertainment,439.28,movie
ACC00003,2023-05-10,19:37,dining,58.65,fast food
ACC00006,2023-05-02,08:33,groceries,305.21,snacks
ACC00001,2023-04-30,18:57,utilities,96.49,gas
ACC00006,2023-01-30,16:09,transport,43.63,train ticket
ACC00008,2023-12-29,20:08,dining,352.58,fast food
ACC00008,2023-01-15,12:00,transport,231.27,fuel
ACC00005,2023-10-09,23:56,transport,180.92,fuel
ACC00008,2023-06-16,22:56,groceries,359.51,milk
ACC00004,2023-08-05,04:04,rent,287.17,monthly rent
ACC00005,2023-10-23,09:39,entertainment,259.58,movie
ACC00001,2023-10-28,15:35,dining,22.49,restaurant
ACC00001,2023-09-05,13:01,dining,57.35,coffee
ACC00006,2023-01-08,07:40,utilities,178.39,electricity
ACC00007,2023-11-04,19:19,utilities,385.0,internet
ACC00003,2023-06-16,17:51,dining,129.79,snacks
ACC00001,2023-11-19,19:38,transport,433.26,fuel
ACC00002,2023-04-05,10:05,rent,63.11,monthly rent
ACC00007,2023-01-23,05:53,transport,340.25,bus fare
ACC00006,2023-01-10,02:34,groceries,65.28,milk
ACC00003,2023-03-30,02:20,utilities,463.66,internet
ACC00001,2023-12-20,16:41,rent,162.21,monthly rent
ACC00007,2023-12-07,16:21,transport,402.3,train ticket
ACC00006,2023-08-12,15:35,rent,91.68,monthly rent
ACC00004,2023-10-07,19:39,entertainment,372.92,museum
ACC00008,2023-04-25,02:06,groceries,121.61,vegetables
ACC00004,2023-05-01,14:45,entertainment,195.06,movie
ACC00006,2023-07-18,14:39,rent,249.48,monthly rent
ACC00004,2023-12-26,10:39,dining,140.28,restaurant
ACC00006,2023-04-12,16:33,transport,190.17,train ticket
ACC00001,2023-09-01,06:53,groceries,429.77,bread
ACC00006,2023-02-28,18:37,groceries,485.94,snacks
ACC00002,2023-03-07,05:46,rent,378.44,monthly rent
ACC00007,2023-02-07,10:27,dining,65.46,restaurant
ACC00004,2023-02-01,09:49,rent,97.09,monthly rent
ACC00005,2023-03-27,01:18,groceries,409.05,vegetables
ACC00007,2023-08-11,23:42,entertainment,79.87,sports event
ACC00008,2023-09-21,11:41,transport,43.63,fuel
ACC00004,2023-06-07,02:00,dining,242.9,fast food
ACC00003,2023-02-05,12:54,transport,227.62,fuel
ACC00003,2023-06-17,20:43,dining,397.39,coffee
ACC00006,2023-08-15,08:01,dining,159.36,fast food
ACC00006,2023-11-02,02:42,dining,126.91,restaurant
ACC00002,2023-03-25,05:42,groceries,240.69,bread
ACC00007,2023-04-20,13:38,groceries,238.93,fruits
ACC00007,2023-12-06,03:53,groceries,23.16,snacks
ACC00004,2023-02-12,16:50,groceries,411.65,bread
ACC00006,2023-10-26,11:32,transport,166.87,bus fare
ACC00004,2023-07-11,01:19,groceries,470.27,snacks
ACC00008,2023-03-19,06:48,entertainment,335.52,sports event
ACC00004,2023-06-14,06:29,dining,479.59,restaurant
ACC00001,2023-08-10,08:45,dining,154.48,snacks
ACC00002,2023-06-14,21:22,utilities,268.78,phone bill
ACC00006,2023-02-01,08:03,dining,103.11,restaurant
ACC00001,2023-12-09,12:07,utilities,314.51,electricity
ACC00005,2023-06-23,22:57,rent,413.56,monthly rent
ACC00007,2023-07-15,18:15,transport,179.68,bus fare
ACC00008,2023-01-22,04:35,groceries,209.83,vegetables
ACC00006,2023-05-27,21:16,groceries,123.8,milk
ACC00002,2023-12-23,15:23,rent,39.42,monthly rent
ACC00002,2023-09-02,12:29,transport,330.83,train ticket
ACC00008,2023-06-10,04:05,dining,460.27,snacks
ACC00007,2023-12-20,23:38,rent,34.69,monthly rent
ACC00007,2023-08-08,04:43,groceries,258.24,milk
ACC00004,2023-09-02,15:22,groceries,264.18,snacks
ACC00003,2023-10-24,22:38,rent,421.58,monthly rent
ACC00008,2023-01-06,19:21,groceries,142.17,snacks
ACC00003,2023-09-25,19:23,groceries,456.17,fruits
ACC00005,2023-12-29,07:18,entertainment,177.8,museum
ACC00004,2023-04-15,03:35,utilities,157.91,gas
ACC00003,2023-06-20,13:17,entertainment,99.25,concert
ACC00008,2023-06-03,13:06,groceries,396.43,milk
ACC00003,2023-11-02,17:11,rent,278.94,monthly rent
ACC00006,2023-08-09,21:28,rent,301.58,monthly rent
ACC00004,2023-01-31,07:27,entertainment,208.58,museum
ACC00005,2023-07-28,07:51,entertainment,459.26,sports event
ACC00004,2023-07-10,06:36,groceries,351.26,meat
ACC00001,2023-08-22,18:59,rent,269.22,monthly rent
ACC00007,2023-05-19,03:54,rent,225.34,monthly rent
ACC00007,2023-09-06,09:01,rent,407.05,monthly rent
ACC00006,2023-08-20,23:23,entertainment,83.16,sports event
ACC00002,2023-04-01,02:50,entertainment,22.76,museum
ACC00001,2023-12-05,14:09,groceries,33.11,snacks
ACC00008,2023-02-25,21:05,rent,258.99,monthly rent
ACC00001,2023-10-18,01:33,utilities,186.86,electricity
ACC00001,2023-09-17,17:44,utilities,377.25,internet
ACC00008,2023-10-22,19:52,groceries,463.36,fruits
ACC00008,2023-11-29,06:47,utilities,350.86,gas
ACC00006,2023-03-10,15:51,rent,331.71,monthly rent
ACC00005,2023-01-26,22:06,transport,395.39,train ticket
ACC00001,2023-09-09,10:45,dining,449.54,coffee
ACC00006,2023-10-12,00:02,entertainment,69.13,movie
ACC00004,2023-02-01,15:27,entertainment,100.84,museum
ACC00007,2023-01-09,02:16,transport,386.55,train ticket
ACC00004,2023-08-08,20:39,transport,104.71,bus fare
ACC00005,2023-10-26,13:35,rent,336.39,monthly rent
ACC00007,2023-05-23,02:22,entertainment,412.86,museum
ACC00006,2023-03-15,10:17,transport,338.44,fuel
ACC00008,2023-01-17,09:19,groceries,138.14,vegetables
ACC00002,2023-11-13,08:10,dining,384.04,fast food
ACC00004,2023-02-17,16:05,rent,148.46,monthly rent
ACC00007,2023-08-04,01:41,dining,308.05,snacks
ACC00008,2023-10-01,08:31,groceries,245.82,fruits
ACC00003,2023-03-30,21:28,dining,126.4,snacks
ACC00008,2023-08-18,14:06,groceries,178.39,meat
ACC00006,2023-05-15,17:06,dining,88.13,coffee
ACC00008,2023-10-17,12:06,transport,230.01,train ticket
ACC00004,2023-08-13,12:38,groceries,318.71,milk
ACC00001,2023-12-22,18:33,dining,491.82,coffee
ACC00005,2023-12-01,04:45,rent,59.03,monthly rent
ACC00004,2023-01-09,06:47,rent,105.71,monthly rent
ACC00001,2023-06-29,03:42,entertainment,383.79,movie
ACC00001,2023-12-13,21:29,transport,455.71,train ticket
ACC00001,2023-09-26,18:51,rent,271.47,monthly rent
ACC00006,2023-05-23,10:52,entertainment,270.74,museum
ACC00002,2023-08-01,21:37,entertainment,454.0,movie
ACC00002,2023-09-03,21:40,dining,378.32,snacks
ACC00003,2023-11-10,05:00,transport,213.33,train ticket
ACC00003,2023-04-29,10:57,utilities,218.69,gas
ACC00008,2023-07-25,01:07,groceries,440.48,meat
ACC00001,2023-01-12,03:35,dining,179.49,snacks
ACC00008,2023-06-16,05:23,groceries,378.8,snacks
ACC00005,2023-05-02,12:01,transport,63.38,fuel
ACC00001,2023-08-26,20:06,entertainment,76.81,concert
ACC00001,2023-12-13,09:52,entertainment,225.12,sports event
ACC00001,2023-06-09,07:16,groceries,114.84,meat
ACC00008,2023-05-22,00:43,entertainment,110.88,museum
ACC00007,2023-02-12,23:45,rent,179.25,monthly rent
ACC00007,2023-10-18,04:50,transport,102.12,fuel
ACC00004,2023-07-24,11:22,transport,250.06,fuel
ACC00008,2023-07-12,09:08,entertainment,182.8,museum
ACC00004,2023-04-04,10:43,utilities,439.42,electricity
ACC00002,2023-03-30,00:55,dining,9.34,snacks
ACC00008,2023-01-18,10:17,transport,5.32,train ticket
ACC00002,2023-09-05,16:02,utilities,238.91,electricity
ACC00006,2023-05-14,04:36,utilities,448.24,internet
ACC00003,2023-01-23,06:35,dining,448.4,snacks
ACC00001,2023-12-14,07:21,groceries,343.44,bread
ACC00005,2023-12-15,12:47,groceries,291.12,meat
ACC00001,2023-09-04,18:37,rent,201.42,monthly rent
ACC00003,2023-11-22,14:18,groceries,350.63,fruits
ACC00005,2023-06-13,01:59,utilities,458.75,phone bill
ACC00006,2023-09-13,22:11,dining,216.99,restaurant
ACC00008,2023-01-02,05:47,transport,327.85,bus fare
ACC00001,2023-10-07,00:53,transport,11.98,bus fare
ACC00003,2023-02-15,19:18,transport,358.65,train ticket
ACC00001,2023-03-01,08:55,dining,161.64,fast food
ACC00005,2023-05-28,18:24,utilities,499.28,electricity
ACC00006,2023-08-01,01:44,dining,45.73,restaurant
ACC00001,2023-03-26,05:19,dining,245.59,snacks
ACC00003,2023-11-14,00:43,entertainment,231.26,movie
ACC00006,2023-05-05,18:26,entertainment,389.63,concert
ACC00002,2023-03-09,21:13,transport,416.56,train ticket
ACC00005,2023-04-03,06:53,groceries,352.65,snacks
ACC00005,2023-06-03,20:24,groceries,176.04,milk
ACC00004,2023-04-04,17:52,transport,138.84,bus fare
ACC00006,2023-12-24,20:42,transport,171.62,fuel
ACC00007,2023-05-22,06:25,dining,324.05,restaurant
ACC00004,2023-11-11,08:36,utilities,224.04,gas
ACC00004,2023-08-05,17:49,transport,18.0,train ticket
ACC00008,2023-10-03,12:59,dining,346.35,fast food
ACC00005,2023-03-14,01:15,dining,254.84,fast food
ACC00003,2023-12-22,09:33,dining,444.18,coffee
